Class,Method Name,Params,Returns,Restriction,Requires Public Security,Description
Fusion Reactor Multiblock (formed),getTransferLoss,,Number (double),,false,
Fusion Reactor Multiblock (formed),getTritium,,Table (ChemicalStack),,false,
Fusion Reactor Multiblock (formed),getTritiumCapacity,,Number (long),,false,
Fusion Reactor Multiblock (formed),getTritiumFilledPercentage,,Number (double),,false,
Fusion Reactor Multiblock (formed),getTritiumNeeded,,Number (long),,false,
Fusion Reactor Multiblock (formed),getWater,,Table (FluidStack),,false,
Fusion Reactor Multiblock (formed),getWaterCapacity,,Number (int),,false,
Fusion Reactor Multiblock (formed),getWaterFilledPercentage,,Number (double),,false,
Fusion Reactor Multiblock (formed),getWaterNeeded,,Number (int),,false,
Fusion Reactor Multiblock (formed),setInjectionRate,rate,,,false,
Fusion Reactor Port,getMode,,boolean,,false,"true -> output, false -> input"
Fusion Reactor Port,setMode,output,,,false,"true -> output, false -> input"
Gas Generator,getBurnRate,,Number (double),,false,
Gas Generator,getEnergyItem,,Table (ItemStack),,false,
Gas Generator,getFuel,,Table (ChemicalStack),,false,
Gas Generator,getFuelCapacity,,Number (long),,false,
Gas Generator,getFuelFilledPercentage,,Number (double),,false,
Gas Generator,getFuelItem,,Table (ItemStack),,false,
Gas Generator,getFuelNeeded,,Number (long),,false,
Gas Generator,getProductionRate,,Number (FloatingLong),,false,
Generator,getMaxOutput,,Number (FloatingLong),,false,
Generic Mekanism Machine,getComparatorLevel,,Number (int),COMPARATOR,false,
Generic Mekanism Machine,getDirection,,"Direction (""DOWN"", ""UP"", ""NORTH"", ""SOUTH"", ""WEST"", ""EAST"")",DIRECTIONAL,false,
Generic Mekanism Machine,getEnergy,,Number (FloatingLong),ENERGY,false,
Generic Mekanism Machine,getEnergyFilledPercentage,,Number (double),ENERGY,false,
Generic Mekanism Machine,getEnergyNeeded,,Number (FloatingLong),ENERGY,false,
Generic Mekanism Machine,getMaxEnergy,,Number (FloatingLong),ENERGY,false,
Generic Mekanism Machine,getRedstoneMode,,"RedstoneControl (""DISABLED"", ""HIGH"", ""LOW"", ""PULSE"")",REDSTONE_CONTROL,false,
Generic Mekanism Machine,setRedstoneMode,type,,REDSTONE_CONTROL,true,
Heat Generator,getEnergyItem,,Table (ItemStack),,false,
Heat Generator,getEnvironmentalLoss,,Number (double),,false,
Heat Generator,getFuelItem,,Table (ItemStack),,false,
Heat Generator,getLava,,Table (FluidStack),,false,
Heat Generator,getLavaCapacity,,Number (int),,false,
Heat Generator,getLavaFilledPercentage,,Number (double),,false,
Heat Generator,getLavaNeeded,,Number (int),,false,
Heat Generator,getProductionRate,,Number (FloatingLong),,false,
Heat Generator,getTemperature,,Number (double),,false,
Heat Generator,getTransferLoss,,Number (double),,false,
Induction Matrix Multiblock (formed),getInputItem,,Table (ItemStack),,false,
Induction Matrix Multiblock (formed),getInstalledCells,,Number (int),,false,
Induction Matrix Multiblock (formed),getInstalledProviders,,Number (int),,false,
Induction Matrix Multiblock (formed),getLastInput,,Number (FloatingLong),,false,
Induction Matrix Multiblock (formed),getLastOutput,,Number (FloatingLong),,false,
Induction Matrix Multiblock (formed),getOutputItem,,Table (ItemStack),,false,
Induction Matrix Multiblock (formed),getTransferCap,,Number (FloatingLong),,false,
Induction Matrix Port,getMode,,boolean,,false,"true -> output, false -> input. TODO change this to enum"
Induction Matrix Port,setMode,output,,,false,"true -> output, false -> input"
Industrial Turbine Multiblock (formed),decrementDumpingMode,,,,false,
Industrial Turbine Multiblock (formed),getBlades,,Number (int),,false,
Industrial Turbine Multiblock (formed),getCoils,,Number (int),,false,
Industrial Turbine Multiblock (formed),getCondensers,,Number (int),,false,
Industrial Turbine Multiblock (formed),getDispersers,,Number (int),,false,
Industrial Turbine Multiblock (formed),getDumpingMode,,"GasMode (""IDLE"", ""DUMPING_EXCESS"", ""DUMPING"")",,false,
Industrial Turbine Multiblock (formed),getFlowRate,,Number (long),,false,
Industrial Turbine Multiblock (formed),getLastSteamInputRate,,Number (long),,false,
Industrial Turbine Multiblock (formed),getMaxFlowRate,,Number (long),,false,
Industrial Turbine Multiblock (formed),getMaxProduction,,Number (FloatingLong),,false,
Industrial Turbine Multiblock (formed),getMaxWaterOutput,,Number (long),,false,
Industrial Turbine Multiblock (formed),getProductionRate,,Number (FloatingLong),,false,
Industrial Turbine Multiblock (formed),getSteam,,Table (ChemicalStack),,false,
Industrial Turbine Multiblock (formed),getSteamCapacity,,Number (long),,false,
Industrial Turbine Multiblock (formed),getSteamFilledPercentage,,Number (double),,false,
Industrial Turbine Multiblock (formed),getSteamNeeded,,Number (long),,false,
Industrial Turbine Multiblock (formed),getVents,,Number (int),,false,
Industrial Turbine Multiblock (formed),incrementDumpingMode,,,,false,
Industrial Turbine Multiblock (formed),setDumpingMode,mode,,,false,
Isotopic Centrifuge,getEnergyItem,,Table (ItemStack),,false,
Isotopic Centrifuge,getEnergyUsage,,Number (FloatingLong),,false,
Isotopic Centrifuge,getInput,,Table (ChemicalStack),,false,
Isotopic Centrifuge,getInputCapacity,,Number (long),,false,
Isotopic Centrifuge,getInputFilledPercentage,,Number (double),,false,
Isotopic Centrifuge,getInputItem,,Table (ItemStack),,false,
Isotopic Centrifuge,getInputNeeded,,Number (long),,false,
Isotopic Centrifuge,getOutput,,Table (ChemicalStack),,false,
Isotopic Centrifuge,getOutputCapacity,,Number (long),,false,
Isotopic Centrifuge,getOutputFilledPercentage,,Number (double),,false,
Isotopic Centrifuge,getOutputItem,,Table (ItemStack),,false,
Isotopic Centrifuge,getOutputNeeded,,Number (long),,false,
Laser,getDiggingPos,,BlockPos,,false,
Laser Amplifier,getDelay,,Number (int),,false,
Laser Amplifier,getMaxThreshold,,Number (FloatingLong),,false,
Laser Amplifier,getMinThreshold,,Number (FloatingLong),,false,
Laser Amplifier,getRedstoneOutputMode,,"RedstoneOutput (""OFF"", ""ENTITY_DETECTION"", ""ENERGY_CONTENTS"")",,false,
Laser Amplifier,setDelay,delay,,,true,
Laser Amplifier,setMaxThreshold,threshold,,,true,
Laser Amplifier,setMinThreshold,threshold,,,true,
Laser Amplifier,setRedstoneOutputMode,mode,,,true,
Laser Tractor Beam,getItemInSlot,slot,Table (ItemStack),,false,
Laser Tractor Beam,getSlotCount,,Number (int),,false,
Logistical Sorter,addFilter,filter,boolean,,true,
Logistical Sorter,clearDefaultColor,,,,true,
Logistical Sorter,decrementDefaultColor,,,,true,
Logistical Sorter,getAutoMode,,boolean,,false,
Logistical Sorter,getDefaultColor,,"EnumColor (""BLACK"", ""DARK_BLUE"", ""DARK_GREEN"", ""DARK_AQUA"", ""DARK_RED"", ""PURPLE"", ""ORANGE"", ""GRAY"", ""DARK_GRAY"", ""INDIGO"", ""BRIGHT_GREEN"", ""AQUA"", ""RED"", ""PINK"", ""YELLOW"", ""WHITE"", ""BROWN"", ""BRIGHT_PINK"")",,false,
Logistical Sorter,getFilters,,List,,false,
Logistical Sorter,incrementDefaultColor,,,,true,
Logistical Sorter,isRoundRobin,,boolean,,false,
Logistical Sorter,isSingle,,boolean,,false,
Logistical Sorter,removeFilter,filter,boolean,,true,
Logistical Sorter,setAutoMode,value,,,true,
Logistical Sorter,setDefaultColor,color,,,true,
Logistical Sorter,setRoundRobin,value,,,true,
Logistical Sorter,setSingle,value,,,true,
Machine with Ejector Component,clearInputColor,side,,,true,
Machine with Ejector Component,clearOutputColor,,,,true,
Machine with Ejector Component,decrementInputColor,side,,,true,
Machine with Ejector Component,decrementOutputColor,,,,true,
Machine with Ejector Component,getInputColor,side,"EnumColor (""BLACK"", ""DARK_BLUE"", ""DARK_GREEN"", ""DARK_AQUA"", ""DARK_RED"", ""PURPLE"", ""ORANGE"", ""GRAY"", ""DARK_GRAY"", ""INDIGO"", ""BRIGHT_GREEN"", ""AQUA"", ""RED"", ""PINK"", ""YELLOW"", ""WHITE"", ""BROWN"", ""BRIGHT_PINK"")",,false,
Machine with Ejector Component,getOutputColor,,"EnumColor (""BLACK"", ""DARK_BLUE"", ""DARK_GREEN"", ""DARK_AQUA"", ""DARK_RED"", ""PURPLE"", ""ORANGE"", ""GRAY"", ""DARK_GRAY"", ""INDIGO"", ""BRIGHT_GREEN"", ""AQUA"", ""RED"", ""PINK"", ""YELLOW"", ""WHITE"", ""BROWN"", ""BRIGHT_PINK"")",,false,
Machine with Ejector Component,hasStrictInput,,boolean,,false,
Machine with Ejector Component,incrementInputColor,side,,,true,
Machine with Ejector Component,incrementOutputColor,,,,true,
Machine with Ejector Component,setInputColor,"side, color",,,true,
Machine with Ejector Component,setOutputColor,color,,,true,
Machine with Ejector Component,setStrictInput,strict,,,true,
Machine with Recipe Progress,getRecipeProgress,,Number (int),,false,
Machine with Recipe Progress,getTicksRequired,,Number (int),,false,
Machine with Security Component,getOwnerName,,String,,false,
Machine with Security Component,getOwnerUUID,,String (UUID),,false,
Machine with Security Component,getSecurityMode,,"SecurityMode (""PUBLIC"", ""PRIVATE"", ""TRUSTED"")",,false,
Machine with Side Configuration Component,canEject,type,boolean,,false,
Machine with Side Configuration Component,decrementMode,"type, side",,,true,
Machine with Side Configuration Component,getConfigurableTypes,,List,,false,
Machine with Side Configuration Component,getMode,"type, side","DataType (""NONE"", ""INPUT"", ""INPUT_1"", ""INPUT_2"", ""OUTPUT"", ""OUTPUT_1"", ""OUTPUT_2"", ""INPUT_OUTPUT"", ""ENERGY"", ""EXTRA"")",,true,
Machine with Side Configuration Component,getSupportedModes,type,Set,,true,
Machine with Side Configuration Component,incrementMode,"type, side",,,true,
Machine with Side Configuration Component,isEjecting,type,boolean,,false,
Machine with Side Configuration Component,setEjecting,"type, ejecting",,,true,
Machine with Side Configuration Component,setMode,"type, side, mode",,,true,
Machine with Upgrade Component,getInstalledUpgrades,,Table,,false,
Machine with Upgrade Component,getSupportedUpgrades,,Set,,false,
Mechanical Pipe,getBuffer,,Table (FluidStack),,false,
Mechanical Pipe,getCapacity,,Number (long),,false,
Mechanical Pipe,getFilledPercentage,,Number (double),,false,
Mechanical Pipe,getNeeded,,Number (long),,false,
Metallurgic Infuser,dumpInfuseType,,,,true,
Metallurgic Infuser,getEnergyItem,,Table (ItemStack),,false,
Metallurgic Infuser,getEnergyUsage,,Number (FloatingLong),,false,
Metallurgic Infuser,getInfuseType,,Table (ChemicalStack),,false,
Metallurgic Infuser,getInfuseTypeCapacity,,Number (long),,false,
Metallurgic Infuser,getInfuseTypeFilledPercentage,,Number (double),,false,
Metallurgic Infuser,getInfuseTypeItem,,Table (ItemStack),,false,
Metallurgic Infuser,getInfuseTypeNeeded,,Number (long),,false,
Metallurgic Infuser,getInput,,Table (ItemStack),,false,
Metallurgic Infuser,getOutput,,Table (ItemStack),,false,
Metallurgic Infuser Factory,dumpInfuseType,,,,true,
Metallurgic Infuser Factory,getInfuseType,,Table (ChemicalStack),,false,
Metallurgic Infuser Factory,getInfuseTypeCapacity,,Number (long),,false,
Metallurgic Infuser Factory,getInfuseTypeFilledPercentage,,Number (double),,false,
Metallurgic Infuser Factory,getInfuseTypeItem,,Table (ItemStack),,false,
Metallurgic Infuser Factory,getInfuseTypeNeeded,,Number (long),,false,
Modification Station,getContainerItem,,Table (ItemStack),,false,
Modification Station,getEnergyItem,,Table (ItemStack),,false,
Modification Station,getModuleItem,,Table (ItemStack),,false,
Multiblock,isFormed,,boolean,MULTIBLOCK,false,
Multiblock (formed),getHeight,,Number (int),,false,
Multiblock (formed),getLength,,Number (int),,false,
Multiblock (formed),getMaxPos,,BlockPos,,false,
Multiblock (formed),getMinPos,,BlockPos,,false,
Multiblock (formed),getWidth,,Number (int),,false,
Nutritional Liquifier,getContainerFillItem,,Table (ItemStack),,false,
Nutritional Liquifier,getEnergyItem,,Table (ItemStack),,false,
Nutritional Liquifier,getEnergyUsage,,Number (FloatingLong),,false,
Nutritional Liquifier,getInput,,Table (ItemStack),,false,
Nutritional Liquifier,getOutput,,Table (FluidStack),,false,
Nutritional Liquifier,getOutputCapacity,,Number (int),,false,
Nutritional Liquifier,getOutputFilledPercentage,,Number (double),,false,
Nutritional Liquifier,getOutputItem,,Table (ItemStack),,false,
Nutritional Liquifier,getOutputNeeded,,Number (int),,false,
Oredictionificator,addFilter,filter,boolean,,true,
Oredictionificator,getFilters,,List,,false,
Oredictionificator,getInputItem,,Table (ItemStack),,false,
Oredictionificator,getOutputItem,,Table (ItemStack),,false,
Oredictionificator,removeFilter,filter,boolean,,true,
Painting Machine,getEnergyItem,,Table (ItemStack),,false,
Painting Machine,getEnergyUsage,,Number (FloatingLong),,false,
Painting Machine,getInputItem,,Table (ItemStack),,false,
Painting Machine,getInputPigmentItem,,Table (ItemStack),,false,
Painting Machine,getOutput,,Table (ItemStack),,false,
Painting Machine,getPigmentInput,,Table (ChemicalStack),,false,
Painting Machine,getPigmentInputCapacity,,Number (long),,false,
Painting Machine,getPigmentInputFilledPercentage,,Number (double),,false,
Painting Machine,getPigmentInputNeeded,,Number (long),,false,
Pigment Extractor,getEnergyItem,,Table (ItemStack),,false,
Pigment Extractor,getEnergyUsage,,Number (FloatingLong),,false,
Pigment Extractor,getInput,,Table (ItemStack),,false,
Pigment Extractor,getOutput,,Table (ChemicalStack),,false,
Pigment Extractor,getOutputCapacity,,Number (long),,false,
Pigment Extractor,getOutputFilledPercentage,,Number (double),,false,
Pigment Extractor,getOutputItem,,Table (ItemStack),,false,
Pigment Extractor,getOutputNeeded,,Number (long),,false,
Pigment Mixer,getEnergyItem,,Table (ItemStack),,false,
Pigment Mixer,getEnergyUsage,,Number (FloatingLong),,false,
Pigment Mixer,getLeftInput,,Table (ChemicalStack),,false,
Pigment Mixer,getLeftInputCapacity,,Number (long),,false,
Pigment Mixer,getLeftInputFilledPercentage,,Number (double),,false,
Pigment Mixer,getLeftInputItem,,Table (ItemStack),,false,
Pigment Mixer,getLeftInputNeeded,,Number (long),,false,
Pigment Mixer,getOutput,,Table (ChemicalStack),,false,
Pigment Mixer,getOutputCapacity,,Number (long),,false,
Pigment Mixer,getOutputFilledPercentage,,Number (double),,false,
Pigment Mixer,getOutputItem,,Table (ItemStack),,false,
Pigment Mixer,getOutputNeeded,,Number (long),,false,
Pigment Mixer,getRightInput,,Table (ChemicalStack),,false,
Pigment Mixer,getRightInputCapacity,,Number (long),,false,
Pigment Mixer,getRightInputFilledPercentage,,Number (double),,false,
Pigment Mixer,getRightInputItem,,Table (ItemStack),,false,
Pigment Mixer,getRightInputNeeded,,Number (long),,false,
Precision Sawmill,getEnergyItem,,Table (ItemStack),,false,
Precision Sawmill,getEnergyUsage,,Number (FloatingLong),,false,
Precision Sawmill,getInput,,Table (ItemStack),,false,
Precision Sawmill,getOutput,,Table (ItemStack),,false,
Precision Sawmill,getSecondaryOutput,,Table (ItemStack),,false,
Pressurized Reaction Chamber,getEnergyItem,,Table (ItemStack),,false,
Pressurized Reaction Chamber,getEnergyUsage,,Number (FloatingLong),,false,
Pressurized Reaction Chamber,getInputFluid,,Table (FluidStack),,false,
Pressurized Reaction Chamber,getInputFluidCapacity,,Number (int),,false,
Pressurized Reaction Chamber,getInputFluidFilledPercentage,,Number (double),,false,
Pressurized Reaction Chamber,getInputFluidNeeded,,Number (int),,false,
Pressurized Reaction Chamber,getInputGas,,Table (ChemicalStack),,false,
Pressurized Reaction Chamber,getInputGasCapacity,,Number (long),,false,
Pressurized Reaction Chamber,getInputGasFilledPercentage,,Number (double),,false,
Pressurized Reaction Chamber,getInputGasNeeded,,Number (long),,false,
Pressurized Reaction Chamber,getInputItem,,Table (ItemStack),,false,
Pressurized Reaction Chamber,getOutputGas,,Table (ChemicalStack),,false,
Pressurized Reaction Chamber,getOutputGasCapacity,,Number (long),,false,
Pressurized Reaction Chamber,getOutputGasFilledPercentage,,Number (double),,false,
Pressurized Reaction Chamber,getOutputGasNeeded,,Number (long),,false,
Pressurized Reaction Chamber,getOutputItem,,Table (ItemStack),,false,
Pressurized Tube,getBuffer,,Table (ChemicalStack),,false,
Pressurized Tube,getCapacity,,Number (long),,false,
Pressurized Tube,getFilledPercentage,,Number (double),,false,
Pressurized Tube,getNeeded,,Number (long),,false,
QIO Dashboard,getCraftingInput,"window, slot",Table (ItemStack),,false,
QIO Dashboard,getCraftingOutput,window,Table (ItemStack),,false,
QIO Drive Array,getDrive,slot,Table (ItemStack),,false,
QIO Drive Array,getDriveStatus,slot,"DriveStatus (""NONE"", ""OFFLINE"", ""READY"", ""NEAR_FULL"", ""FULL"")",,false,
QIO Drive Array,getFrequencyItemCapacity,,Number (long),,false,Requires a frequency to be selected
QIO Drive Array,getFrequencyItemCount,,Number (long),,false,Requires a frequency to be selected
QIO Drive Array,getFrequencyItemPercentage,,Number (double),,false,Requires a frequency to be selected
QIO Drive Array,getFrequencyItemTypeCapacity,,Number (long),,false,Requires a frequency to be selected
QIO Drive Array,getFrequencyItemTypeCount,,Number (long),,false,Requires a frequency to be selected
QIO Drive Array,getFrequencyItemTypePercentage,,Number (double),,false,Requires a frequency to be selected
QIO Drive Array,getSlotCount,,Number (int),,false,
QIO Exporter,getExportWithoutFilter,,boolean,,false,
QIO Exporter,setExportsWithoutFilter,value,,,true,
QIO Importer,getImportWithoutFilter,,boolean,,false,
QIO Importer,setImportsWithoutFilter,value,,,true,
QIO Machine,createFrequency,name,,,true,Requires frequency to not already exist and for it to be public so that it can make it as the player who owns the block. Also sets the frequency after creation
QIO Machine,decrementFrequencyColor,,,,true,Requires a frequency to be selected
QIO Machine,getFrequencies,,Collection,,false,Lists public frequencies
QIO Machine,getFrequency,,Table (QIOFrequency),,false,Requires a frequency to be selected
QIO Machine,getFrequencyColor,,"EnumColor (""BLACK"", ""DARK_BLUE"", ""DARK_GREEN"", ""DARK_AQUA"", ""DARK_RED"", ""PURPLE"", ""ORANGE"", ""GRAY"", ""DARK_GRAY"", ""INDIGO"", ""BRIGHT_GREEN"", ""AQUA"", ""RED"", ""PINK"", ""YELLOW"", ""WHITE"", ""BROWN"", ""BRIGHT_PINK"")",,false,Requires a frequency to be selected
QIO Machine,hasFrequency,,boolean,,false,
QIO Machine,incrementFrequencyColor,,,,true,Requires a frequency to be selected
QIO Machine,setFrequency,name,,,true,Requires a public frequency to exist
QIO Machine,setFrequencyColor,color,,,true,Requires a frequency to be selected
QIO Machine with Filter,addFilter,filter,boolean,,true,
QIO Machine with Filter,getFilters,,List,,false,
QIO Machine with Filter,removeFilter,filter,boolean,,true,
QIO Redstone Adapter,clearTargetItem,,,,true,
QIO Redstone Adapter,getFuzzyMode,,boolean,,false,
QIO Redstone Adapter,getTargetItem,,Table (ItemStack),,false,
QIO Redstone Adapter,getTriggerAmount,,Number (long),,false,
QIO Redstone Adapter,setFuzzyMode,fuzzy,,,true,
QIO Redstone Adapter,setTargetItem,itemName,,,true,
QIO Redstone Adapter,setTriggerAmount,amount,,,true,
QIO Redstone Adapter,toggleFuzzyMode,,,,true,
Quantum Entangloporter,createFrequency,name,,,true,Requires frequency to not already exist and for it to be public so that it can make it as the player who owns the block. Also sets the frequency after creation
Quantum Entangloporter,getBufferFluid,,Table (FluidStack),,false,
Quantum Entangloporter,getBufferFluidCapacity,,Number (int),,false,
Quantum Entangloporter,getBufferFluidFilledPercentage,,Number (double),,false,
Quantum Entangloporter,getBufferFluidNeeded,,Number (int),,false,
Quantum Entangloporter,getBufferGas,,Table (ChemicalStack),,false,
Quantum Entangloporter,getBufferGasCapacity,,Number (long),,false,
Quantum Entangloporter,getBufferGasFilledPercentage,,Number (double),,false,
Quantum Entangloporter,getBufferGasNeeded,,Number (long),,false,
Quantum Entangloporter,getBufferInfuseType,,Table (ChemicalStack),,false,
Quantum Entangloporter,getBufferInfuseTypeCapacity,,Number (long),,false,
Quantum Entangloporter,getBufferInfuseTypeFilledPercentage,,Number (double),,false,
Quantum Entangloporter,getBufferInfuseTypeNeeded,,Number (long),,false,
Quantum Entangloporter,getBufferItem,,Table (ItemStack),,false,
Quantum Entangloporter,getBufferPigment,,Table (ChemicalStack),,false,
Quantum Entangloporter,getBufferPigmentCapacity,,Number (long),,false,
Quantum Entangloporter,getBufferPigmentFilledPercentage,,Number (double),,false,
Quantum Entangloporter,getBufferPigmentNeeded,,Number (long),,false,
Quantum Entangloporter,getBufferSlurry,,Table (ChemicalStack),,false,
Quantum Entangloporter,getBufferSlurryCapacity,,Number (long),,false,
Quantum Entangloporter,getBufferSlurryFilledPercentage,,Number (double),,false,
Quantum Entangloporter,getBufferSlurryNeeded,,Number (long),,false,
Quantum Entangloporter,getEnvironmentalLoss,,Number (double),,false,May not be accurate if there is no frequency
Quantum Entangloporter,getFrequencies,,Collection,,false,Lists public frequencies
Quantum Entangloporter,getFrequency,,Table (InventoryFrequency),,false,Requires a frequency to be selected
Quantum Entangloporter,getTemperature,,Number (double),,false,Requires a frequency to be selected
Quantum Entangloporter,getTransferLoss,,Number (double),,false,May not be accurate if there is no frequency
Quantum Entangloporter,hasFrequency,,boolean,,false,
Quantum Entangloporter,setFrequency,name,,,true,Requires a public frequency to exist
Radioactive Waste Barrel,getCapacity,,Number (long),,false,
Radioactive Waste Barrel,getFilledPercentage,,Number (double),,false,
Radioactive Waste Barrel,getNeeded,,Number (long),,false,
Radioactive Waste Barrel,getStored,,Table (ChemicalStack),,false,
Resistive Heater,getEnergyItem,,Table (ItemStack),,false,
Resistive Heater,getEnergyUsage,,Number (FloatingLong),,false,
Resistive Heater,getEnergyUsed,,Number (FloatingLong),,false,
Resistive Heater,getEnvironmentalLoss,,Number (double),,false,
Resistive Heater,getTemperature,,Number (double),,false,
Resistive Heater,getTransferLoss,,Number (double),,false,
Resistive Heater,setEnergyUsage,usage,,,true,
Rotary Condensentrator,getEnergyItem,,Table (ItemStack),,false,
Rotary Condensentrator,getEnergyUsage,,Number (FloatingLong),,false,
Rotary Condensentrator,getFluid,,Table (FluidStack),,false,
Rotary Condensentrator,getFluidCapacity,,Number (int),,false,
Rotary Condensentrator,getFluidFilledPercentage,,Number (double),,false,
Rotary Condensentrator,getFluidItemInput,,Table (ItemStack),,false,
Rotary Condensentrator,getFluidItemOutput,,Table (ItemStack),,false,
Rotary Condensentrator,getFluidNeeded,,Number (int),,false,
Rotary Condensentrator,getGas,,Table (ChemicalStack),,false,
Rotary Condensentrator,getGasCapacity,,Number (long),,false,
Rotary Condensentrator,getGasFilledPercentage,,Number (double),,false,
Rotary Condensentrator,getGasItemInput,,Table (ItemStack),,false,
Rotary Condensentrator,getGasItemOutput,,Table (ItemStack),,false,
Rotary Condensentrator,getGasNeeded,,Number (long),,false,
Rotary Condensentrator,isCondensentrating,,boolean,,false,
Rotary Condensentrator,setCondensentrating,value,,,true,
SPS Multiblock (formed),getCoils,,Number (int),,false,
SPS Multiblock (formed),getInput,,Table (ChemicalStack),,false,
SPS Multiblock (formed),getInputCapacity,,Number (long),,false,
SPS Multiblock (formed),getInputFilledPercentage,,Number (double),,false,
SPS Multiblock (formed),getInputNeeded,,Number (long),,false,
SPS Multiblock (formed),getOutput,,Table (ChemicalStack),,false,
SPS Multiblock (formed),getOutputCapacity,,Number (long),,false,
SPS Multiblock (formed),getOutputFilledPercentage,,Number (double),,false,
SPS Multiblock (formed),getOutputNeeded,,Number (long),,false,
SPS Multiblock (formed),getProcessRate,,Number (double),,false,
SPS Port,getMode,,boolean,,false,"true -> output, false -> input. TODO change this to enum"
SPS Port,setMode,output,,,false,"true -> output, false -> input. TODO change this to enum"
Sawing Factory,getSecondaryOutput,process,Table (ItemStack),,false,
Seismic Vibrator,getBlockAt,"chunkRelativeX, y, chunkRelativeZ",Table (BlockState),,false,
Seismic Vibrator,getColumnAt,"chunkRelativeX, chunkRelativeZ",Int2ObjectMap,,false,
Seismic Vibrator,getEnergyItem,,Table (ItemStack),,false,
Seismic Vibrator,isVibrating,,boolean,,false,
Solar Generator,canSeeSun,,boolean,,false,
Solar Generator,getEnergyItem,,Table (ItemStack),,false,
Solar Generator,getProductionRate,,Number (FloatingLong),,false,
Solar Neutron Activator,canSeeSun,,boolean,,false,
Solar Neutron Activator,getInput,,Table (ChemicalStack),,false,
Solar Neutron Activator,getInputCapacity,,Number (long),,false,
Solar Neutron Activator,getInputFilledPercentage,,Number (double),,false,
Solar Neutron Activator,getInputItem,,Table (ItemStack),,false,
Solar Neutron Activator,getInputNeeded,,Number (long),,false,
Solar Neutron Activator,getOutput,,Table (ChemicalStack),,false,
Solar Neutron Activator,getOutputCapacity,,Number (long),,false,
Solar Neutron Activator,getOutputFilledPercentage,,Number (double),,false,
Solar Neutron Activator,getOutputItem,,Table (ItemStack),,false,
Solar Neutron Activator,getOutputNeeded,,Number (long),,false,
Solar Neutron Activator,getPeakProductionRate,,Number (float),,false,
Solar Neutron Activator,getProductionRate,,Number (float),,false,
Teleporter,createFrequency,name,,,true,Requires frequency to not already exist and for it to be public so that it can make it as the player who owns the block. Also sets the frequency after creation
Teleporter,decrementFrequencyColor,,,,true,Requires a frequency to be selected
Teleporter,getActiveTeleporters,,Set,,false,Requires a frequency to be selected
Teleporter,getEnergyItem,,Table (ItemStack),,false,
Teleporter,getFrequencies,,Collection,,false,Lists public frequencies
Teleporter,getFrequency,,Table (TeleporterFrequency),,false,Requires a frequency to be selected
Teleporter,getFrequencyColor,,"EnumColor (""BLACK"", ""DARK_BLUE"", ""DARK_GREEN"", ""DARK_AQUA"", ""DARK_RED"", ""PURPLE"", ""ORANGE"", ""GRAY"", ""DARK_GRAY"", ""INDIGO"", ""BRIGHT_GREEN"", ""AQUA"", ""RED"", ""PINK"", ""YELLOW"", ""WHITE"", ""BROWN"", ""BRIGHT_PINK"")",,false,Requires a frequency to be selected
Teleporter,getStatus,,String,,false,
Teleporter,hasFrequency,,boolean,,false,
Teleporter,incrementFrequencyColor,,,,true,Requires a frequency to be selected
Teleporter,setFrequency,name,,,true,Requires a public frequency to exist
Teleporter,setFrequencyColor,color,,,true,Requires a frequency to be selected
Thermal Evaporation Multiblock (formed),getActiveSolars,,Number (int),,false,
Thermal Evaporation Multiblock (formed),getEnvironmentalLoss,,Number (double),,false,
Thermal Evaporation Multiblock (formed),getInput,,Table (FluidStack),,false,
Thermal Evaporation Multiblock (formed),getInputCapacity,,Number (int),,false,
Thermal Evaporation Multiblock (formed),getInputFilledPercentage,,Number (double),,false,
Thermal Evaporation Multiblock (formed),getInputItemInput,,Table (ItemStack),,false,
Thermal Evaporation Multiblock (formed),getInputItemOutput,,Table (ItemStack),,false,
Thermal Evaporation Multiblock (formed),getInputNeeded,,Number (int),,false,
Thermal Evaporation Multiblock (formed),getOutput,,Table (FluidStack),,false,
Thermal Evaporation Multiblock (formed),getOutputCapacity,,Number (int),,false,
Thermal Evaporation Multiblock (formed),getOutputFilledPercentage,,Number (double),,false,
Thermal Evaporation Multiblock (formed),getOutputItemInput,,Table (ItemStack),,false,
Thermal Evaporation Multiblock (formed),getOutputItemOutput,,Table (ItemStack),,false,
Thermal Evaporation Multiblock (formed),getOutputNeeded,,Number (int),,false,
Thermal Evaporation Multiblock (formed),getProductionAmount,,Number (double),,false,
Thermal Evaporation Multiblock (formed),getTemperature,,Number (double),,false,
Universal Cable,getBuffer,,Number (FloatingLong),,false,
Universal Cable,getCapacity,,Number (FloatingLong),,false,
Universal Cable,getFilledPercentage,,Number (double),,false,
Universal Cable,getNeeded,,Number (FloatingLong),,false,
Wind Generator,getEnergyItem,,Table (ItemStack),,false,
Wind Generator,getProductionRate,,Number (FloatingLong),,false,
Wind Generator,isBlacklistedDimension,,boolean,,false,
